암호화요양기호,요양기관명_x,종별코드,종별코드명,시도코드,시도코드명,시군구코드,시군구코드명,읍면동,우편번호,주소,개설일자,좌표(x),좌표(y),동,요양기관명_y,주차가능대수,주차비용부담여부,주차_기타안내사항,응급실 주간운영여부,응급실 야간운영여부,접수시간_평일,접수시간_토요일,오시는 길,휴진 안내,점심시간,비고,일요일 진료시작시간,일요일 진료종료시간,월요일 진료시작시간,월요일 진료종료시간,화요일 진료시작시간,화요일 진료종료시간,수요일 진료시작시간,수요일 진료종료시간,목요일 진료시작시간,목요일 진료종료시간,금요일 진료시작시간,금요일 진료종료시간,토요일 진료시작시간,토요일 진료종료시간,count_null
JDQ4MTYyMiM4MSMkMSMkNCMkMDMkMzgxOTYxIzIxIyQxIyQxIyQ5OSQzNjE4MzIjNjEjJDEjJDAjJDgz,미래약국,81,약국,380000,경남,380703,창원진해구,대흥동,51680,경상남도 창원시 진해구 벚꽃로 54 (대흥동),1993-08-03,128.6621884,35.1506018,대흥동,미래약국,,,,N,N,,,진해서부보건지소 우측으로 시내방향 60미터,"[휴진 안내]
일요일 : 전부
공휴일 : 없음","[점심 시간]
평일 : 없음
토요일 : 없음","[휴진 안내]
일요일 : 전부
공휴일 : 없음

[점심 시간]
평일 : 없음
토요일 : 없음",:n:00,:n:59,8:30:00,21:00:59,8:30:00,21:00:59,8:30:00,21:00:59,8:30:00,21:00:59,8:30:00,21:00:59,8:30:00,18:00:59,2
JDQ4MTYyMiM4MSMkMSMkNCMkMDMkMzgxMzUxIzIxIyQxIyQxIyQ4OSQyNjE4MzIjODEjJDEjJDYjJDgz,보강약국,81,약국,260000,울산,260003,울산중구,남외동,44494,울산광역시 중구 병영로 10 1층 (남외동),1982-11-09,129.3462567,35.5702049,남외동,보강약국,,,,N,N,,,병영우체국 병영성방향으로 우측 30M,"[휴진 안내]
일요일 : 없음
공휴일 : 없음","[점심 시간]
평일 : 없음
토요일 : 없음","[휴진 안내]
일요일 : 없음
공휴일 : 없음

[점심 시간]
평일 : 없음
토요일 : 없음",:n:00,:n:59,9:00:00,20:00:59,9:00:00,20:00:59,9:00:00,20:00:59,9:00:00,20:00:59,9:00:00,20:00:59,9:00:00,17:00:59,2
JDU4MTI3MSM1MSMkMSMkMCMkMDMkMzgxMzUxIzMxIyQxIyQ3IyQ4MiQzNjE0ODEjNjEjJDEjJDgjJDgz,예원약국,81,약국,310000,경기,311700,시흥시,대야동,14906,경기도 시흥시 복지로93번길 4 (대야동),2010-02-08,126.7914757,37.4478345,대야동,예원약국,,,,N,N,9~8시,9시~5시,남서울정형외과 정문옆 ,"[휴진 안내]
일요일 : 휴무
공휴일 : 휴무","[점심 시간]
평일 : 1시~2시
토요일 : 1시~2시","[휴진 안내]
일요일 : 휴무
공휴일 : 휴무

[점심 시간]
평일 : 1시~2시
토요일 : 1시~2시",:n:00,:n:59,9:00:00,20:00:59,9:00:00,20:00:59,9:00:00,20:00:59,9:00:00,20:00:59,9:00:00,20:00:59,9:00:00,17:00:59,2
JDQ4MTg4MSM1MSMkMSMkMCMkMDMkMzgxMzUxIzUxIyQxIyQxIyQ2MiQzNjEyMjIjNTEjJDEjJDIjJDgz,영일약국,81,약국,110000,서울,110003,강서구,염창동,7554,서울특별시 강서구 양천로 658 (염창동),1980-01-24,126.869923,37.5523059,염창동,영일약국,30,N,,N,N,,,  ,"[휴진 안내]
일요일 : 전부휴진
공휴일 : 오전8시30분~오후3시","[점심 시간]
평일 : 오후1시~2시
토요일 : 없음","[휴진 안내]
일요일 : 전부휴진
공휴일 : 오전8시30분~오후3시

[점심 시간]
평일 : 오후1시~2시
토요일 : 없음",:n:00,:n:59,8:30:00,20:30:59,8:30:00,20:30:59,8:30:00,20:30:59,8:30:00,20:30:59,8:30:00,20:30:59,8:30:00,19:00:59,2
JDQ4MTYyMiM4MSMkMSMkNCMkMDMkMzgxMTkxIzUxIyQxIyQxIyQ4MiQzNjE0ODEjNTEjJDEjJDIjJDgz,주촌동산약국,81,약국,380000,경남,380100,김해시,주촌면,50968,경상남도 김해시 주촌면 서부로 1432 (주촌면),2007-09-18,128.8192004,35.2252249,주촌면,주촌동산약국,10,N,약국 앞 주차 가능,N,N,,,  ,"[휴진 안내]
일요일 : 없음
공휴일 : 없음","[점심 시간]
평일 : 없음
토요일 : 없음","[휴진 안내]
일요일 : 없음
공휴일 : 없음

[점심 시간]
평일 : 없음
토요일 : 없음",:10:00,:17:59,8:00:00,21:00:59,8:00:00,21:00:59,8:00:00,21:00:59,8:00:00,21:00:59,8:00:00,21:00:59,8:00:00,18:00:59,0
JDQ4MTYyMiM2MSMkMSMkNiMkMDMkMzgxOTYxIzMxIyQxIyQ3IyQ2MiQzNjEwMDIjNzEjJDEjJDgjJDgz,명동약국,81,약국,350000,전북,350500,정읍시,시기동,56162,전라북도 정읍시 중앙로 148 (시기동),2007-02-12,126.8545194,35.5656287,시기동,명동약국,,,"근처 공용 주차장 30분 무료, 토요일 일요일 공휴일 무료",N,N,,,정읍 우체국 내장산 방향 200미터,"[휴진 안내]
일요일 : 없음
공휴일 : 없음","[점심 시간]
평일 : 없음
토요일 : 없음","[휴진 안내]
일요일 : 없음
공휴일 : 없음

[점심 시간]
평일 : 없음
토요일 : 없음",:10:00,:22:59,8:30:00,22:00:59,8:30:00,22:00:59,8:30:00,22:00:59,8:30:00,22:00:59,8:30:00,22:00:59,8:30:00,22:00:59,0
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkNDgxNzAyIzUxIyQxIyQxIyQxMyQzNjEwMDIjNjEjJDEjJDAjJDgz,한가정약국,81,약국,310000,경기,312002,용인수지구,,16930,"경기도 용인시 수지구 만현로 110 (상현동, 원희캐슬프라자,A동 106호,203-1호)",2002-02-20,127.0848651,37.3067226,상현동,한가정약국,200,Y,1간내 무료,N,N,,,원희캐슬프라자 버스승강장앞  ,"[휴진 안내]
일요일 : 개인사정으로 휴진가능
공휴일 : 개인사정으로 휴진가능","[점심 시간]
평일 : 없음
토요일 : 없음","[휴진 안내]
일요일 : 개인사정으로 휴진가능
공휴일 : 개인사정으로 휴진가능

[점심 시간]
평일 : 없음
토요일 : 없음",:9:00,:15:59,8:40:00,22:00:59,8:40:00,22:00:59,8:40:00,22:00:59,8:40:00,22:00:59,8:40:00,22:00:59,8:40:00,22:00:59,0
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkMzgxMzUxIzExIyQxIyQzIyQ4MiQzNjE0ODEjNTEjJDEjJDYjJDgz,청담메디웰약국,81,약국,110000,서울,110001,강남구,청담동,6070,"서울특별시 강남구 삼성로 772 105호 (청담동, 로데오프라자)",2013-03-25,127.0480449,37.5236212,청담동,청담메디웰약국,2,Y,약국방문객은 주차편함,N,N,09:30-19:30,09:30-17:00,청담성당에서 청담동 명품거리 방향 300미터,"[휴진 안내]
일요일 : 전부휴진
공휴일 : 전부휴진","[점심 시간]
평일 : 없음
토요일 : 없음","[휴진 안내]
일요일 : 전부휴진
공휴일 : 전부휴진

[점심 시간]
평일 : 없음
토요일 : 없음",:n:00,:n:59,9:30:00,19:30:59,9:30:00,19:30:59,9:30:00,19:30:59,9:30:00,19:30:59,9:30:00,19:30:59,9:30:00,17:00:59,2
JDQ4MTYyMiM2MSMkMSMkNiMkMDMkMzgxMzUxIzIxIyQxIyQ5IyQ5MiQyNjE4MzIjNjEjJDEjJDAjJDgz,보은약국,81,약국,350000,전북,350500,정읍시,,56160,전라북도 정읍시 서부로 42 (연지동),1971-01-21,126.8464868,35.5717271,연지동,보은약국,,,,N,N,08시30분~18시30분,08시30분~15시30분,정읍시 터미널 사거리  ,"[휴진 안내]
일요일 : 휴무
공휴일 : 휴무","[점심 시간]
평일 : 없음
토요일 : 없음","[휴진 안내]
일요일 : 휴무
공휴일 : 휴무

[점심 시간]
평일 : 없음
토요일 : 없음",:n:00,:n:59,8:30:00,18:30:59,8:30:00,18:30:59,8:30:00,18:30:59,8:30:00,18:30:59,8:30:00,18:30:59,8:30:00,15:30:59,2
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxMTkxIzIxIyQxIyQ5IyQxMyQ0NjEwMDIjNjEjJDEjJDQjJDgz,월드약국,81,약국,250000,대전,250001,대전유성구,지족동,34086,대전광역시 유성구 은구비로 36 102-A호 (지족동),2006-11-24,127.3189963,36.3756029,지족동,월드약국,50,N,,N,N,,,열매마을 5단지 맞은편  ,"[휴진 안내]
일요일 : 없음
공휴일 : 없음","[점심 시간]
평일 : 없음
토요일 : 없음","[휴진 안내]
일요일 : 없음
공휴일 : 없음

[점심 시간]
평일 : 없음
토요일 : 없음",:n:00,:n:59,9:00:00,21:00:59,9:00:00,21:00:59,9:00:00,21:00:59,9:00:00,21:00:59,9:00:00,21:00:59,9:00:00,18:00:59,2
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxOTYxIzExIyQxIyQzIyQ3MiQyNjE4MzIjNjEjJDEjJDQjJDgz,진성약국,81,약국,310000,경기,310800,의정부시,의정부동,11695,경기도 의정부시 평화로 542 (의정부동),1982-12-04,127.0475876,37.7402702,의정부동,진성약국,1,N,약국 문옆 주차공간,N,N,,,진성약국 의정부역 5번출구에서 동두천방향 500m,"[휴진 안내]
일요일 : 월3회근무
공휴일 : 근무","[점심 시간]
평일 : 13시00분~14시00분
토요일 : 13시00분~14시00분","[휴진 안내]
일요일 : 월3회근무
공휴일 : 근무

[점심 시간]
평일 : 13시00분~14시00분
토요일 : 13시00분~14시00분",:9:00,:21:59,8:00:00,21:30:59,8:00:00,21:30:59,8:00:00,21:30:59,8:00:00,21:30:59,8:00:00,21:30:59,8:00:00,21:30:59,0
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxMzUxIzIxIyQxIyQxIyQ3OSQyNjEyMjIjODEjJDEjJDIjJDgz,그랜드온누리약국,81,약국,110000,서울,110007,동대문구,장안동,2644,서울특별시 동대문구 장한로 14 (장안동),2010-12-02,127.0657671,37.5626145,장안동,그랜드온누리약국,2,Y,,N,N,,,그랜드온누리약국 장한평역 3번출구에서 동대문소방서 방향 100m,"[휴진 안내]
일요일 : 휴무
공휴일 : 휴무","[점심 시간]
평일 : 없음
토요일 : 없음","[휴진 안내]
일요일 : 휴무
공휴일 : 휴무

[점심 시간]
평일 : 없음
토요일 : 없음",:n:00,:n:59,9:00:00,19:00:59,9:00:00,19:00:59,9:00:00,19:00:59,9:00:00,19:00:59,9:00:00,19:00:59,9:00:00,16:00:59,2
JDQ4MTYyMiM3MSMkMSMkMCMkMDMkMzgxMzUxIzMxIyQxIyQ3IyQ4OSQzNjEyMjIjNDEjJDEjJDgjJDgz,메디팜새롬약국,81,약국,240000,광주,240003,광주서구,화정동,62029,"광주광역시 서구 염화로45번길 13 1층 15,20,25호 (화정동)",1999-09-07,126.8712418,35.1384708,화정동,메디팜새롬약국,50,N,상가주변 아파트주차장이용가능,N,N,,,  ,"[휴진 안내]
일요일 : 휴무
공휴일 : 시간근무","[점심 시간]
평일 : 없음
토요일 : 없음","[휴진 안내]
일요일 : 휴무
공휴일 : 시간근무

[점심 시간]
평일 : 없음
토요일 : 없음",:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,14
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkNDgxMTkxIzUxIyQxIyQxIyQxMyQyNjEyMjIjNjEjJDEjJDAjJDgz,이레약국,81,약국,310000,경기,311600,의왕시,고천동,16063,경기도 의왕시 경수대로 236 2층 (고천동),2000-08-21,126.9745302,37.3479417,고천동,이레약국,6,N,주차 공간이 협소하여 초보 운전자들은 자제 부탁...,N,N,8시40분~~,8시 40분~~,고천육교 sk건물 2층 수원에서 안양방향으로 ,"[휴진 안내]
일요일 : 휴진
공휴일 : 휴진","[점심 시간]
평일 : 1시~~2시
토요일 : 1시~~2시","[휴진 안내]
일요일 : 휴진
공휴일 : 휴진

[점심 시간]
평일 : 1시~~2시
토요일 : 1시~~2시",:n:00,:n:59,9:00:00,19:00:59,9:00:00,19:00:59,9:00:00,19:00:59,9:00:00,19:00:59,9:00:00,19:00:59,9:00:00,14:00:59,2
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkMzgxMTkxIzQxIyQyIyQ3IyQwMCQzNjE0ODEjNjEjJDEjJDgjJDgz,은하수약국,81,약국,210000,부산,210004,부산진구,,47305,부산광역시 부산진구 전포대로 190 1층 (전포동),2001-11-06,129.0657707,35.1538162,전포동,은하수약국,,,,N,N,,,  ,"[휴진 안내]
일요일 : 없음
공휴일 : 없음","[점심 시간]
평일 : 없음
토요일 : 없음","[휴진 안내]
일요일 : 없음
공휴일 : 없음

[점심 시간]
평일 : 없음
토요일 : 없음",:n:00,:n:59,9:00:00,18:30:59,9:00:00,18:30:59,9:00:00,18:30:59,9:00:00,18:30:59,9:00:00,18:30:59,9:00:00,14:00:59,2
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkNTgxOTYxIzMxIyQxIyQzIyQ3MiQzNjEwMDIjNzEjJDEjJDgjJDgz,우리약국,81,약국,310000,경기,310200,동두천시,생연동,11318,경기도 동두천시 생골로 36 (생연동),2007-01-05,127.061973,37.9001186,생연동,우리약국,,,,N,N,,,국민마트 옆  ,"[휴진 안내]
일요일 : 전부 휴진
공휴일 : 전부 휴진","[점심 시간]
평일 : 없음
토요일 : 없음","[휴진 안내]
일요일 : 전부 휴진
공휴일 : 전부 휴진

[점심 시간]
평일 : 없음
토요일 : 없음",:n:00,:n:59,8:30:00,20:00:59,8:30:00,20:00:59,8:30:00,20:00:59,8:30:00,20:00:59,8:30:00,20:00:59,8:30:00,17:00:59,2
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkMzgxOTYxIzIxIyQxIyQxIyQ5OSQ0NjEwMDIjNTEjJDEjJDIjJDgz,대지온누리약국,81,약국,210000,부산,210003,부산동래구,,607807,부산광역시 동래구 명서로 154 (명장동),1991-05-17,129.1024538,35.2092621,,대지온누리약국,,,,N,N,,,명장동 협진태양맨션 협진태양맨션정문에서 우측 150m,"[휴진 안내]
일요일 : 없음
공휴일 : 없음","[점심 시간]
평일 : 없음
토요일 : 없음","[휴진 안내]
일요일 : 없음
공휴일 : 없음

[점심 시간]
평일 : 없음
토요일 : 없음",:n:00,:n:59,9:00:00,21:00:59,9:00:00,21:00:59,9:00:00,21:00:59,9:00:00,21:00:59,9:00:00,21:00:59,9:00:00,21:00:59,2
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxMzUxIzExIyQxIyQzIyQ5OSQzNjE4MzIjNDEjJDEjJDgjJDgz,버드내약국,81,약국,250000,대전,250005,대전중구,태평동,34890,"대전광역시 중구 태평로 15 106.107호 (태평동, 버드내아파트상가)",2011-02-28,127.388705,36.3179497,태평동,버드내약국,10,N,1시간내 상가주차장무료,N,N,,,대전 태평동 버드내아파트1단지상가내 버드내초등학교 앞 ,"[휴진 안내]
일요일 : 계속 운영함
공휴일 : 무휴(운영)","[점심 시간]
평일 : 없음
토요일 : 없음","[휴진 안내]
일요일 : 계속 운영함
공휴일 : 무휴(운영)

[점심 시간]
평일 : 없음
토요일 : 없음",:9:00,:22:59,9:00:00,22:00:59,9:00:00,22:00:59,9:00:00,22:00:59,9:00:00,22:00:59,9:00:00,22:00:59,9:00:00,22:00:59,0
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxMzUxIzExIyQxIyQ3IyQ3OSQzNjEwMDIjNzEjJDEjJDgjJDgz,구일약국,81,약국,250000,대전,250004,대전동구,,34636,"대전광역시 동구 대전로 646 상가동 1층 101호 (효동, 효동현대아파트)",1986-09-10,127.4407245,36.3182479,,구일약국,,,,N,N,,,효동아파트 천동초등학교입구 300미터,"[휴진 안내]
일요일 : 휴무
공휴일 : 휴무","[점심 시간]
평일 : 오후12시40분부터오후2시까지
토요일 : 없음","[휴진 안내]
일요일 : 휴무
공휴일 : 휴무

[점심 시간]
평일 : 오후12시40분부터오후2시까지
토요일 : 없음",:n:00,:n:59,9:00:00,19:00:59,9:00:00,19:00:59,9:00:00,19:00:59,9:00:00,19:00:59,9:00:00,19:00:59,9:00:00,17:00:59,2
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxMzUxIzExIyQxIyQ3IyQ5MiQzNjE0ODEjNDEjJDEjJDQjJDgz,성모약국,81,약국,250000,대전,250004,대전동구,자양동,34514,대전광역시 동구 동대전로 200 (자양동),1974-05-07,127.4491022,36.339397,자양동,성모약국,20,N,지하주차장과 건물밖주차장있음,N,N,9:00~18:00,9:00~13:00,성모약국 우송어학센터 앞 20m,"[휴진 안내]
일요일 : 전부휴진
공휴일 : 전부휴진","[점심 시간]
평일 : 12:30~13:30
토요일 : 없음","[휴진 안내]
일요일 : 전부휴진
공휴일 : 전부휴진

[점심 시간]
평일 : 12:30~13:30
토요일 : 없음",:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,14
JDU4MTI3MSM1MSMkMSMkMCMkMDMkMzgxOTYxIzIxIyQxIyQ5IyQ2MiQzNjEyMjIjNDEjJDEjJDgjJDgz,정성약국,81,약국,310000,경기,310601,수원권선구,당수동,16376,"경기도 수원시 권선구 당진로 29-4 103호 (당수동, 기와프라자)",2010-08-02,126.9401889,37.2916007,당수동,정성약국,10,N,,N,N,,,당수동 농협  ,"[휴진 안내]
일요일 : 없음
공휴일 : 없음","[점심 시간]
평일 : 없음
토요일 : 없음","[휴진 안내]
일요일 : 없음
공휴일 : 없음

[점심 시간]
평일 : 없음
토요일 : 없음",:14:00,:20:59,9:00:00,22:00:59,9:00:00,22:00:59,9:00:00,22:00:59,9:00:00,22:00:59,9:00:00,22:00:59,9:00:00,21:00:59,0
JDQ4MTYyMiM3MSMkMSMkMCMkMDMkMzgxMzUxIzIxIyQxIyQ5IyQ3OSQzNjE4MzIjNDEjJDEjJDQjJDgz,평동약국,81,약국,240000,광주,240004,광주광산구,옥동,62420,광주광역시 광산구 평동로 773 (옥동),2001-04-23,126.7590499,35.1253318,옥동,평동약국,,,,N,N,,,옥동주민센터 윗족 80미터,"[휴진 안내]
일요일 : 없음
공휴일 : 없음","[점심 시간]
평일 : 12-30.14.-00
토요일 : 없음","[휴진 안내]
일요일 : 없음
공휴일 : 없음

[점심 시간]
평일 : 12-30.14.-00
토요일 : 없음",:n:00,:n:59,8:30:00,18:00:59,8:30:00,18:00:59,8:30:00,18:00:59,8:30:00,18:00:59,8:30:00,18:00:59,8:00:00,13:00:59,2
JDQ4MTYyMiM3MSMkMSMkMCMkMDMkMzgxMzUxIzMxIyQyIyQzIyQwMCQyNjE4MzIjNjEjJDEjJDQjJDgz,명지약국,81,약국,240000,광주,240002,광주북구,신안동,61248,광주광역시 북구 무등로 102 (신안동),1979-03-02,126.8951408,35.1677225,신안동,명지약국,,,,N,N,,,  ,"[휴진 안내]
일요일 : 없음
공휴일 : 오전9시----오후10시","[점심 시간]
평일 : 없음
토요일 : 없음","[휴진 안내]
일요일 : 없음
공휴일 : 오전9시----오후10시

[점심 시간]
평일 : 없음
토요일 : 없음",:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,14
JDQ4MTYyMiM2MSMkMSMkNiMkMDMkMzgxOTYxIzIxIyQyIyQ5IyQwMCQ0NjEwMDIjNDEjJDEjJDQjJDgz,화신약국,81,약국,350000,전북,350001,고창군,흥덕면,56415,전라북도 고창군 흥덕면 문화1길 5 (흥덕면),2007-08-01,126.6997136,35.519037,흥덕면,화신약국,,,,N,N,,,고창군 흥덕면  터미널 남쪽방향으로 5m,"[휴진 안내]
일요일 : 휴무
공휴일 : 휴무","[점심 시간]
평일 : 없음
토요일 : 없음","[휴진 안내]
일요일 : 휴무
공휴일 : 휴무

[점심 시간]
평일 : 없음
토요일 : 없음",:n:00,:n:59,8:00:00,19:00:59,8:00:00,19:00:59,8:00:00,19:00:59,8:00:00,19:00:59,8:00:00,19:00:59,8:00:00,17:00:59,2
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkNDgxOTYxIzUxIyQxIyQxIyQwMyQzNjE0ODEjODEjJDEjJDIjJDgz,평촌태평양약국,81,약국,310000,경기,310702,안양동안구,,14072,경기도 안양시 동안구 평촌대로227번길 50 3호 (호계동),1997-11-21,126.9526334,37.3910433,,평촌태평양약국,,,,N,N,,,엔씨백화점 주차장 맞은편 ,"[휴진 안내]
일요일 : 없음
공휴일 : 없음","[점심 시간]
평일 : 없음
토요일 : 없음","[휴진 안내]
일요일 : 없음
공휴일 : 없음

[점심 시간]
평일 : 없음
토요일 : 없음",:10:00,:20:59,9:00:00,22:00:59,9:00:00,22:00:59,9:00:00,22:00:59,9:00:00,22:00:59,9:00:00,22:00:59,9:00:00,21:00:59,0
JDQ4MTYyMiM1MSMkMSMkNCMkMDMkMzgxMzUxIzIxIyQxIyQxIyQ4OSQ0NjEwMDIjNjEjJDEjJDgjJDgz,하나태평양약국,81,약국,320000,강원,320100,강릉시,임당동,25540,강원도 강릉시 경강로 2110 (임당동),2004-04-26,128.8976716,37.7553336,임당동,하나태평양약국,100,N,,N,N,08시30분~20시,08시30분~17시,동아빌딩이나 하나은행 하나은행옆 5M,"[휴진 안내]
일요일 : 없음
공휴일 : 없음","[점심 시간]
평일 : 없음
토요일 : 없음","[휴진 안내]
일요일 : 없음
공휴일 : 없음

[점심 시간]
평일 : 없음
토요일 : 없음",:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,14
JDQ4MTYyMiM4MSMkMSMkNCMkMDMkMzgxMTkxIzQxIyQxIyQ3IyQ3OSQyNjE4MzIjNjEjJDEjJDAjJDgz,한가족약국,81,약국,260000,울산,260002,울산동구,전하동,44051,울산광역시 동구 방어진순환도로 711-1 (전하동),2006-05-01,129.4294639,35.5052859,전하동,한가족약국,,,,N,N,,,현대중공업 중전기 정문 맞은편 남목방향 50m,"[휴진 안내]
일요일 : 휴무
공휴일 : 휴무","[점심 시간]
평일 : 없음
토요일 : 없음","[휴진 안내]
일요일 : 휴무
공휴일 : 휴무

[점심 시간]
평일 : 없음
토요일 : 없음",:n:00,:n:59,9:00:00,21:00:59,9:00:00,21:00:59,9:00:00,21:00:59,9:00:00,21:00:59,9:00:00,21:00:59,9:00:00,18:00:59,2
JDQ4MTYyMiM1MSMkMSMkNCMkMDMkMzgxMzUxIzIxIyQxIyQxIyQ4OSQzNjE4MzIjNDEjJDEjJDQjJDgz,유경약국,81,약국,320000,강원,320100,강릉시,,25515,강원도 강릉시 솔올로 25 1층 (교동),2003-02-25,128.8776272,37.7642131,교동,유경약국,,,,N,N,,,교동택지 하나로마트 주차장 맞은편 ,"[휴진 안내]
일요일 : 없음
공휴일 : 없음","[점심 시간]
평일 : 없음
토요일 : 없음","[휴진 안내]
일요일 : 없음
공휴일 : 없음

[점심 시간]
평일 : 없음
토요일 : 없음",:n:00,:n:59,8:30:00,21:00:59,8:30:00,21:00:59,8:30:00,21:00:59,8:30:00,21:00:59,8:30:00,21:00:59,8:30:00,21:00:59,2
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkNDgxOTYxIzUxIyQxIyQxIyQ4OSQzNjE0ODEjNzEjJDEjJDgjJDgz,동우약국,81,약국,310000,경기,311901,고양덕양구,화정동,10500,경기도 고양시 덕양구 화신로260번길 57 요진타워 305호 (화정동),2002-11-05,126.8327834,37.6335929,화정동,동우약국,150,Y,,N,N,진료시간과동일,진료시간과동일,국민건강보험공단덕양지사 건물  3층  ,"[휴진 안내]
일요일 : 없음
공휴일 : 없음","[점심 시간]
평일 : 13:00-14:00
토요일 : 13:00-14:00","[휴진 안내]
일요일 : 없음
공휴일 : 없음

[점심 시간]
평일 : 13:00-14:00
토요일 : 13:00-14:00",:n:00,:n:59,9:30:00,18:00:59,9:30:00,18:00:59,9:30:00,18:00:59,9:30:00,18:00:59,9:30:00,18:00:59,9:30:00,15:00:59,2
JDQ4MTYyMiM3MSMkMSMkMCMkMDMkMzgxOTYxIzIxIyQxIyQ5IyQxMyQzNjE0ODEjNjEjJDEjJDgjJDgz,성모약국,81,약국,360000,전남,360400,순천시,해룡면,57972,전라남도 순천시 해룡면 순광로 220 (해룡면),2001-10-13,127.5426906,34.963105,해룡면,성모약국,15,N,,N,N,,,순천성가롤로병원 건너편 10m,"[휴진 안내]
일요일 : 첫째,셋째,넷째주일요일은오후5시개문저녁12시폐문
공휴일 : 없음","[점심 시간]
평일 : 없음
토요일 : 없음","[휴진 안내]
일요일 : 첫째,셋째,넷째주일요일은오후5시개문저녁12시폐문
공휴일 : 없음

[점심 시간]
평일 : 없음
토요일 : 없음",:17:00,:24:59,8:30:00,24:00:59,8:30:00,24:00:59,8:30:00,24:00:59,8:30:00,24:00:59,8:30:00,24:00:59,8:30:00,24:00:59,0
JDQ4MTYyMiM3MSMkMSMkMCMkMDMkMzgxMzUxIzMxIyQxIyQ3IyQ3OSQzNjE4MzIjNTEjJDEjJDIjJDgz,국제약국,81,약국,240000,광주,240005,광주남구,봉선동,61686,"광주광역시 남구 봉선2로 96-14 201호 (봉선동, 무등파크 2차 상가)",1992-09-29,126.9162579,35.1249959,봉선동,국제약국,10,N,아파트 내에 주차가능,N,N,,,무등파크 2차 상가 상가내 10m,"[휴진 안내]
일요일 : 첫째주 일요일 휴진
공휴일 : 오후 8시 이후","[점심 시간]
평일 : 없음
토요일 : 없음","[휴진 안내]
일요일 : 첫째주 일요일 휴진
공휴일 : 오후 8시 이후

[점심 시간]
평일 : 없음
토요일 : 없음",:10:00,:17:59,8:00:00,21:30:59,8:00:00,21:30:59,8:00:00,21:30:59,8:00:00,21:30:59,8:00:00,21:30:59,8:00:00,21:30:59,0
JDQ4MTYyMiM3MSMkMSMkMCMkMDMkMzgxNzAyIzExIyQxIyQzIyQ2MiQ0NjE0ODEjODEjJDEjJDIjJDgz,하남종로약국,81,약국,240000,광주,240004,광주광산구,산정동,62339,광주광역시 광산구 손재로110번길 24 (산정동),2011-09-20,126.7983868,35.1757209,산정동,하남종로약국,,,,N,N,,,하남역 앞20M ,"[휴진 안내]
일요일 : 없음
공휴일 : 없음","[점심 시간]
평일 : 없음
토요일 : 없음","[휴진 안내]
일요일 : 없음
공휴일 : 없음

[점심 시간]
평일 : 없음
토요일 : 없음",:17:00,:22:59,9:00:00,22:20:59,9:00:00,22:20:59,9:00:00,22:20:59,9:00:00,22:20:59,9:00:00,22:20:59,9:00:00,22:00:59,0
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkMzgxMTkxIzQxIyQxIyQ3IyQwMyQyNjEwMDIjODEjJDEjJDYjJDgz,아름다운온누리약국,81,약국,110000,서울,110022,노원구,,1756,서울특별시 노원구 동일로 1370 1층 (상계동),2011-09-19,127.0618793,37.6509222,,아름다운온누리약국,2,Y,"건물뒷편에 건물주차장은 무료이며,,건물뒷편에 공영주차장은 유료임",N,N,,,상계백병원에서 노원 롯데백화점 방향으로 100m지점(국민은행 옆옆건물)  ,"[휴진 안내]
일요일 : 없음
공휴일 : 없음","[점심 시간]
평일 : 없음
토요일 : 없음","[휴진 안내]
일요일 : 없음
공휴일 : 없음

[점심 시간]
평일 : 없음
토요일 : 없음",:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,:n:00,:n:59,14
